index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,departure,duration_mins,arrival
1914,Jet Airways,06-03-2019,Banglore,Delhi,15:15,2h 55m,non-stop,No info,8016,06-03-2019 15:15,175,06-03-2019 18:10
1915,IndiGo,06-03-2019,Delhi,Cochin,18:35,6h 55m,1 stop,No info,6628,06-03-2019 18:35,415,07-03-2019 01:30
1916,Jet Airways,06-03-2019,Delhi,Cochin,21:50,6h 35m,1 stop,In-flight meal not included,12898,06-03-2019 21:50,395,07-03-2019 04:25
1917,Jet Airways,06-03-2019,Delhi,Cochin,14:00,14h 25m,1 stop,In-flight meal not included,10262,06-03-2019 14:00,865,07-03-2019 04:25
1918,IndiGo,06-03-2019,Banglore,Delhi,18:55,2h 55m,non-stop,No info,4823,06-03-2019 18:55,175,06-03-2019 21:50
1919,Jet Airways,06-03-2019,Banglore,Delhi,08:20,3h,non-stop,In-flight meal not included,5769,06-03-2019 08:20,180,06-03-2019 11:20
1920,IndiGo,06-03-2019,Delhi,Cochin,21:50,5h 45m,1 stop,No info,7189,06-03-2019 21:50,345,07-03-2019 03:35
1921,Multiple carriers,06-03-2019,Delhi,Cochin,08:45,10h 30m,1 stop,No info,9001,06-03-2019 08:45,630,06-03-2019 19:15
1922,Jet Airways,06-03-2019,Delhi,Cochin,20:55,22h 5m,1 stop,No info,14714,06-03-2019 20:55,1325,07-03-2019 19:00
1923,Jet Airways,15-03-2019,Mumbai,Hyderabad,15:50,1h 30m,non-stop,No info,5678,15-03-2019 15:50,90,15-03-2019 17:20
1924,SpiceJet,15-03-2019,Mumbai,Hyderabad,05:45,1h 20m,non-stop,No check-in baggage included,2385,15-03-2019 05:45,80,15-03-2019 07:05
1925,Air India,15-03-2019,Banglore,New Delhi,06:45,8h 30m,1 stop,No info,8714,15-03-2019 06:45,510,15-03-2019 15:15
1926,SpiceJet,15-03-2019,Kolkata,Banglore,09:00,2h 30m,non-stop,No info,3847,15-03-2019 09:00,150,15-03-2019 11:30
1927,SpiceJet,15-03-2019,Mumbai,Hyderabad,22:45,1h 25m,non-stop,No info,2753,15-03-2019 22:45,85,16-03-2019 00:10
1928,Air India,15-03-2019,Banglore,New Delhi,09:30,6h 50m,1 stop,No info,8714,15-03-2019 09:30,410,15-03-2019 16:20
1929,Air India,15-03-2019,Mumbai,Hyderabad,06:20,1h 20m,non-stop,No info,3100,15-03-2019 06:20,80,15-03-2019 07:40
1930,IndiGo,15-03-2019,Kolkata,Banglore,15:20,2h 35m,non-stop,No info,4148,15-03-2019 15:20,155,15-03-2019 17:55
1931,Air India,15-03-2019,Banglore,New Delhi,05:50,30h 15m,2 stops,No info,7664,15-03-2019 05:50,1815,16-03-2019 12:05
1932,IndiGo,15-03-2019,Mumbai,Hyderabad,06:20,1h 25m,non-stop,No info,3342,15-03-2019 06:20,85,15-03-2019 07:45
1933,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,8h 15m,1 stop,In-flight meal not included,9134,15-03-2019 07:00,495,15-03-2019 15:15
1934,Vistara,15-03-2019,Banglore,New Delhi,06:40,27h 45m,1 stop,No info,6590,15-03-2019 06:40,1665,16-03-2019 10:25
1935,GoAir,15-03-2019,Banglore,New Delhi,11:40,2h 55m,non-stop,No info,6113,15-03-2019 11:40,175,15-03-2019 14:35
1936,Air India,15-03-2019,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,5170,15-03-2019 14:15,150,15-03-2019 16:45
1937,IndiGo,15-03-2019,Kolkata,Banglore,21:25,2h 40m,non-stop,No info,4148,15-03-2019 21:25,160,16-03-2019 00:05
1938,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,7h 15m,1 stop,In-flight meal not included,9134,15-03-2019 08:00,435,15-03-2019 15:15
1939,Jet Airways,15-03-2019,Banglore,New Delhi,18:55,5h 50m,1 stop,No info,21934,15-03-2019 18:55,350,16-03-2019 00:45
1940,Jet Airways,15-03-2019,Banglore,New Delhi,08:55,9h 30m,1 stop,In-flight meal not included,9134,15-03-2019 08:55,570,15-03-2019 18:25
1941,Air Asia,15-03-2019,Kolkata,Banglore,22:50,2h 30m,non-stop,No info,3782,15-03-2019 22:50,150,16-03-2019 01:20
1942,Jet Airways,15-03-2019,Banglore,New Delhi,08:55,23h 20m,1 stop,In-flight meal not included,10405,15-03-2019 08:55,1400,16-03-2019 08:15
1943,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,7h 30m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,450,15-03-2019 13:15
1944,IndiGo,15-03-2019,Banglore,New Delhi,21:20,2h 55m,non-stop,No info,8033,15-03-2019 21:20,175,16-03-2019 00:15
1945,IndiGo,15-03-2019,Chennai,Kolkata,05:15,2h 20m,non-stop,No info,4326,15-03-2019 05:15,140,15-03-2019 07:35
1946,IndiGo,15-03-2019,Mumbai,Hyderabad,02:30,1h 30m,non-stop,No info,3342,15-03-2019 02:30,90,15-03-2019 04:00
1947,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,12h 40m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,760,15-03-2019 18:25
1948,Air India,15-03-2019,Banglore,New Delhi,13:50,8h 20m,1 stop,No info,9166,15-03-2019 13:50,500,15-03-2019 22:10
1949,IndiGo,15-03-2019,Banglore,New Delhi,04:00,2h 50m,non-stop,No info,5694,15-03-2019 04:00,170,15-03-2019 06:50
1950,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,8h 10m,1 stop,In-flight meal not included,9134,15-03-2019 08:00,490,15-03-2019 16:10
1951,Jet Airways,15-03-2019,Banglore,New Delhi,11:40,20h 35m,1 stop,In-flight meal not included,9134,15-03-2019 11:40,1235,16-03-2019 08:15
1952,Jet Airways,15-03-2019,Banglore,New Delhi,09:45,4h 40m,1 stop,In-flight meal not included,6136,15-03-2019 09:45,280,15-03-2019 14:25
1953,Vistara,15-03-2019,Delhi,Cochin,06:00,3h 10m,non-stop,No info,6111,15-03-2019 06:00,190,15-03-2019 09:10
1954,Vistara,15-03-2019,Banglore,New Delhi,09:50,2h 45m,non-stop,No info,6138,15-03-2019 09:50,165,15-03-2019 12:35
1955,Jet Airways,15-03-2019,Banglore,New Delhi,05:50,6h 30m,1 stop,In-flight meal not included,5853,15-03-2019 05:50,390,15-03-2019 12:20
1956,GoAir,15-03-2019,Banglore,New Delhi,07:45,2h 55m,non-stop,No info,5706,15-03-2019 07:45,175,15-03-2019 10:40
1957,SpiceJet,15-03-2019,Banglore,New Delhi,05:45,2h 50m,non-stop,No check-in baggage included,5469,15-03-2019 05:45,170,15-03-2019 08:35
1958,Jet Airways,15-03-2019,Banglore,New Delhi,21:25,7h 40m,1 stop,No info,27210,15-03-2019 21:25,460,16-03-2019 05:05
1959,Air India,15-03-2019,Banglore,New Delhi,06:55,27h 55m,1 stop,No info,7932,15-03-2019 06:55,1675,16-03-2019 10:50
1960,IndiGo,15-03-2019,Kolkata,Banglore,20:25,2h 40m,non-stop,No info,4462,15-03-2019 20:25,160,15-03-2019 23:05
1961,Air India,15-03-2019,Delhi,Cochin,14:10,3h,non-stop,No info,5674,15-03-2019 14:10,180,15-03-2019 17:10
1962,Air India,15-03-2019,Kolkata,Banglore,20:45,2h 35m,non-stop,No info,4435,15-03-2019 20:45,155,15-03-2019 23:20
1963,Air India,15-03-2019,Banglore,New Delhi,21:10,2h 45m,non-stop,No info,8851,15-03-2019 21:10,165,15-03-2019 23:55
1964,SpiceJet,15-03-2019,Banglore,New Delhi,10:20,7h 55m,1 stop,No info,10341,15-03-2019 10:20,475,15-03-2019 18:15
1965,IndiGo,15-03-2019,Banglore,New Delhi,16:55,4h 55m,1 stop,No info,5397,15-03-2019 16:55,295,15-03-2019 21:50
1966,Air India,15-03-2019,Banglore,New Delhi,05:50,10h 30m,2 stops,No info,7664,15-03-2019 05:50,630,15-03-2019 16:20
1967,Jet Airways,15-03-2019,Banglore,New Delhi,05:50,6h 30m,1 stop,No info,9623,15-03-2019 05:50,390,15-03-2019 12:20
1968,Air India,15-03-2019,Banglore,New Delhi,10:30,24h 50m,1 stop,No info,7013,15-03-2019 10:30,1490,16-03-2019 11:20
1969,IndiGo,15-03-2019,Banglore,New Delhi,19:35,5h,1 stop,No info,10509,15-03-2019 19:35,300,16-03-2019 00:35
1970,Air India,15-03-2019,Banglore,New Delhi,22:00,15h 20m,1 stop,No info,8845,15-03-2019 22:00,920,16-03-2019 13:20
1971,Air India,15-03-2019,Banglore,New Delhi,11:50,25h 10m,1 stop,No info,8032,15-03-2019 11:50,1510,16-03-2019 13:00
1972,Jet Airways,15-03-2019,Banglore,New Delhi,11:40,6h 45m,1 stop,In-flight meal not included,9134,15-03-2019 11:40,405,15-03-2019 18:25
1973,Air India,15-03-2019,Banglore,New Delhi,08:50,14h 25m,1 stop,No info,8714,15-03-2019 08:50,865,15-03-2019 23:15
1974,Jet Airways,15-03-2019,Banglore,New Delhi,14:05,18h 10m,1 stop,In-flight meal not included,9134,15-03-2019 14:05,1090,16-03-2019 08:15
1975,SpiceJet,15-03-2019,Kolkata,Banglore,17:15,2h 30m,non-stop,No check-in baggage included,3815,15-03-2019 17:15,150,15-03-2019 19:45
1976,Air India,15-03-2019,Banglore,New Delhi,06:10,2h 45m,non-stop,No info,7276,15-03-2019 06:10,165,15-03-2019 08:55
1977,IndiGo,15-03-2019,Banglore,New Delhi,14:25,5h,1 stop,No info,9165,15-03-2019 14:25,300,15-03-2019 19:25
1978,IndiGo,15-03-2019,Mumbai,Hyderabad,19:05,1h 25m,non-stop,No info,2754,15-03-2019 19:05,85,15-03-2019 20:30
1979,Air India,15-03-2019,Banglore,New Delhi,08:50,6h 25m,1 stop,No info,8714,15-03-2019 08:50,385,15-03-2019 15:15
1980,Jet Airways,15-03-2019,Banglore,New Delhi,09:45,6h 10m,1 stop,In-flight meal not included,7280,15-03-2019 09:45,370,15-03-2019 15:55
1981,Jet Airways,15-03-2019,Banglore,New Delhi,09:45,4h 40m,1 stop,No info,8578,15-03-2019 09:45,280,15-03-2019 14:25
1982,IndiGo,15-03-2019,Banglore,New Delhi,20:00,2h 55m,non-stop,No info,8855,15-03-2019 20:00,175,15-03-2019 22:55
1983,IndiGo,15-03-2019,Chennai,Kolkata,19:35,2h 20m,non-stop,No info,6297,15-03-2019 19:35,140,15-03-2019 21:55
1984,Air India,15-03-2019,Banglore,New Delhi,17:00,29h 55m,2 stops,No info,8534,15-03-2019 17:00,1795,16-03-2019 22:55
1985,Air Asia,15-03-2019,Banglore,New Delhi,05:50,2h 50m,non-stop,No info,5615,15-03-2019 05:50,170,15-03-2019 08:40
1986,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,4h 40m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,280,15-03-2019 10:25
1987,SpiceJet,15-03-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No check-in baggage included,3815,15-03-2019 22:20,140,16-03-2019 00:40
1988,SpiceJet,15-03-2019,Banglore,New Delhi,15:35,8h 5m,1 stop,No info,5822,15-03-2019 15:35,485,15-03-2019 23:40
1989,Air India,15-03-2019,Banglore,New Delhi,05:50,17h 55m,2 stops,No info,7664,15-03-2019 05:50,1075,15-03-2019 23:45
1990,SpiceJet,15-03-2019,Banglore,New Delhi,05:45,2h 50m,non-stop,No info,5575,15-03-2019 05:45,170,15-03-2019 08:35
1991,SpiceJet,15-03-2019,Chennai,Kolkata,09:30,2h 35m,non-stop,No info,6300,15-03-2019 09:30,155,15-03-2019 12:05
1992,IndiGo,15-03-2019,Kolkata,Banglore,22:10,2h 45m,non-stop,No info,4148,15-03-2019 22:10,165,16-03-2019 00:55
1993,Jet Airways,15-03-2019,Banglore,New Delhi,22:50,8h 50m,1 stop,In-flight meal not included,9134,15-03-2019 22:50,530,16-03-2019 07:40
1994,Air Asia,15-03-2019,Kolkata,Banglore,10:20,2h 35m,non-stop,No info,4384,15-03-2019 10:20,155,15-03-2019 12:55
1995,Air India,15-03-2019,Banglore,New Delhi,06:45,5h 30m,1 stop,No info,8714,15-03-2019 06:45,330,15-03-2019 12:15
1996,IndiGo,15-03-2019,Banglore,New Delhi,05:25,4h 45m,1 stop,No info,8021,15-03-2019 05:25,285,15-03-2019 10:10
1997,IndiGo,15-03-2019,Banglore,New Delhi,08:30,3h,non-stop,No info,6860,15-03-2019 08:30,180,15-03-2019 11:30
1998,Jet Airways,15-03-2019,Mumbai,Hyderabad,07:10,1h 25m,non-stop,No info,8040,15-03-2019 07:10,85,15-03-2019 08:35
1999,IndiGo,15-03-2019,Kolkata,Banglore,14:20,2h 35m,non-stop,No info,4778,15-03-2019 14:20,155,15-03-2019 16:55
2000,IndiGo,15-03-2019,Banglore,New Delhi,23:30,2h 50m,non-stop,No info,8033,15-03-2019 23:30,170,16-03-2019 02:20
2001,IndiGo,15-03-2019,Banglore,New Delhi,10:10,2h 50m,non-stop,No info,6144,15-03-2019 10:10,170,15-03-2019 13:00
2002,Air India,15-03-2019,Delhi,Cochin,18:05,3h 5m,non-stop,No info,4939,15-03-2019 18:05,185,15-03-2019 21:10
2003,IndiGo,15-03-2019,Chennai,Kolkata,11:35,2h 25m,non-stop,No info,6297,15-03-2019 11:35,145,15-03-2019 14:00
2004,GoAir,15-03-2019,Banglore,New Delhi,20:55,2h 55m,non-stop,No info,8722,15-03-2019 20:55,175,15-03-2019 23:50
2005,IndiGo,15-03-2019,Kolkata,Banglore,09:35,2h 45m,non-stop,No info,4148,15-03-2019 09:35,165,15-03-2019 12:20
2006,IndiGo,15-03-2019,Banglore,New Delhi,13:00,2h 50m,non-stop,No info,6144,15-03-2019 13:00,170,15-03-2019 15:50
2007,IndiGo,15-03-2019,Banglore,New Delhi,18:25,2h 55m,non-stop,No info,8855,15-03-2019 18:25,175,15-03-2019 21:20
2008,Air India,15-03-2019,Banglore,New Delhi,22:00,25h 20m,1 stop,No info,6850,15-03-2019 22:00,1520,16-03-2019 23:20
2009,IndiGo,15-03-2019,Chennai,Kolkata,22:05,2h 25m,non-stop,No info,6297,15-03-2019 22:05,145,16-03-2019 00:30
2010,IndiGo,15-03-2019,Banglore,New Delhi,13:40,4h 55m,1 stop,No info,7166,15-03-2019 13:40,295,15-03-2019 18:35
2011,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,9h 10m,1 stop,In-flight meal not included,9134,15-03-2019 07:00,550,15-03-2019 16:10
2012,SpiceJet,15-03-2019,Kolkata,Banglore,09:00,2h 30m,non-stop,No check-in baggage included,3815,15-03-2019 09:00,150,15-03-2019 11:30
2013,Jet Airways,15-03-2019,Banglore,New Delhi,16:55,7h 50m,1 stop,No info,21934,15-03-2019 16:55,470,16-03-2019 00:45
2014,SpiceJet,15-03-2019,Kolkata,Banglore,06:55,2h 40m,non-stop,No check-in baggage included,3815,15-03-2019 06:55,160,15-03-2019 09:35
2015,SpiceJet,15-03-2019,Mumbai,Hyderabad,13:10,1h 20m,non-stop,No check-in baggage included,2385,15-03-2019 13:10,80,15-03-2019 14:30
2016,Air India,15-03-2019,Banglore,New Delhi,05:50,7h 5m,1 stop,No info,9029,15-03-2019 05:50,425,15-03-2019 12:55
2017,Vistara,15-03-2019,Banglore,New Delhi,07:00,2h 40m,non-stop,No info,6138,15-03-2019 07:00,160,15-03-2019 09:40
2018,Jet Airways,15-03-2019,Mumbai,Hyderabad,15:50,1h 30m,non-stop,In-flight meal not included,2470,15-03-2019 15:50,90,15-03-2019 17:20
2019,Air India,15-03-2019,Banglore,New Delhi,05:50,16h 20m,2 stops,No info,10111,15-03-2019 05:50,980,15-03-2019 22:10
2020,SpiceJet,15-03-2019,Chennai,Kolkata,08:20,2h 15m,non-stop,No info,6300,15-03-2019 08:20,135,15-03-2019 10:35
2021,Air India,15-03-2019,Chennai,Kolkata,11:40,2h 15m,non-stop,No info,7082,15-03-2019 11:40,135,15-03-2019 13:55
2022,IndiGo,15-03-2019,Mumbai,Hyderabad,21:20,1h 25m,non-stop,No info,2754,15-03-2019 21:20,85,15-03-2019 22:45
2023,Jet Airways,15-03-2019,Banglore,New Delhi,08:55,7h 15m,1 stop,In-flight meal not included,9134,15-03-2019 08:55,435,15-03-2019 16:10
2024,Vistara,15-03-2019,Delhi,Cochin,14:55,2h 55m,non-stop,No info,6688,15-03-2019 14:55,175,15-03-2019 17:50
2025,IndiGo,15-03-2019,Chennai,Kolkata,13:20,2h 15m,non-stop,No info,6297,15-03-2019 13:20,135,15-03-2019 15:35
2026,Air India,15-03-2019,Banglore,New Delhi,08:15,24h 35m,1 stop,No info,5521,15-03-2019 08:15,1475,16-03-2019 08:50
2027,Air India,15-03-2019,Banglore,New Delhi,05:50,16h 20m,2 stops,No info,9796,15-03-2019 05:50,980,15-03-2019 22:10
2028,IndiGo,15-03-2019,Mumbai,Hyderabad,09:10,1h 30m,non-stop,No info,4049,15-03-2019 09:10,90,15-03-2019 10:40
2029,IndiGo,15-03-2019,Mumbai,Hyderabad,12:00,1h 25m,non-stop,No info,3175,15-03-2019 12:00,85,15-03-2019 13:25
2030,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,10h 25m,1 stop,In-flight meal not included,9134,15-03-2019 08:00,625,15-03-2019 18:25
2031,IndiGo,15-03-2019,Banglore,New Delhi,07:30,4h 50m,1 stop,No info,6114,15-03-2019 07:30,290,15-03-2019 12:20
2032,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,5h 15m,1 stop,In-flight meal not included,9134,15-03-2019 08:00,315,15-03-2019 13:15
2033,Jet Airways,15-03-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,In-flight meal not included,4160,15-03-2019 10:20,90,15-03-2019 11:50
2034,Air India,15-03-2019,Banglore,New Delhi,13:20,2h 50m,non-stop,No info,7276,15-03-2019 13:20,170,15-03-2019 16:10
2035,Jet Airways,15-03-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040,15-03-2019 10:20,90,15-03-2019 11:50
2036,Air India,15-03-2019,Banglore,New Delhi,06:55,16h 25m,1 stop,No info,6987,15-03-2019 06:55,985,15-03-2019 23:20
2037,Air India,15-03-2019,Banglore,New Delhi,11:50,23h 45m,1 stop,No info,6982,15-03-2019 11:50,1425,16-03-2019 11:35
2038,IndiGo,15-03-2019,Mumbai,Hyderabad,16:55,1h 30m,non-stop,No info,3175,15-03-2019 16:55,90,15-03-2019 18:25
2039,IndiGo,15-03-2019,Chennai,Kolkata,14:40,2h 25m,non-stop,No info,6297,15-03-2019 14:40,145,15-03-2019 17:05
2040,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,10h 25m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,625,15-03-2019 16:10
2041,Air India,15-03-2019,Mumbai,Hyderabad,15:00,1h 25m,non-stop,No info,2050,15-03-2019 15:00,85,15-03-2019 16:25
2042,IndiGo,15-03-2019,Delhi,Cochin,14:30,3h 5m,non-stop,No info,5895,15-03-2019 14:30,185,15-03-2019 17:35
2043,IndiGo,15-03-2019,Banglore,New Delhi,22:20,2h 50m,non-stop,No info,8855,15-03-2019 22:20,170,16-03-2019 01:10
2044,IndiGo,15-03-2019,Mumbai,Hyderabad,20:05,1h 30m,non-stop,No info,2754,15-03-2019 20:05,90,15-03-2019 21:35
2045,Vistara,15-03-2019,Chennai,Kolkata,07:05,2h 15m,non-stop,No info,6627,15-03-2019 07:05,135,15-03-2019 09:20
2046,SpiceJet,15-03-2019,Mumbai,Hyderabad,22:45,1h 25m,non-stop,No check-in baggage included,2647,15-03-2019 22:45,85,16-03-2019 00:10
2047,GoAir,15-03-2019,Banglore,New Delhi,15:45,4h 30m,1 stop,No info,7657,15-03-2019 15:45,270,15-03-2019 20:15
2048,SpiceJet,15-03-2019,Chennai,Kolkata,17:45,2h 20m,non-stop,No info,6300,15-03-2019 17:45,140,15-03-2019 20:05
2049,Air India,15-03-2019,Banglore,New Delhi,10:30,10h 55m,2 stops,No info,6593,15-03-2019 10:30,655,15-03-2019 21:25
2050,IndiGo,15-03-2019,Kolkata,Banglore,05:30,2h 50m,non-stop,No info,4148,15-03-2019 05:30,170,15-03-2019 08:20
2051,Air India,15-03-2019,Banglore,New Delhi,08:15,13h 10m,1 stop,No info,6046,15-03-2019 08:15,790,15-03-2019 21:25
2052,IndiGo,15-03-2019,Banglore,New Delhi,16:55,2h 50m,non-stop,No info,8033,15-03-2019 16:55,170,15-03-2019 19:45
2053,IndiGo,15-03-2019,Banglore,New Delhi,01:30,2h 45m,non-stop,No info,5694,15-03-2019 01:30,165,15-03-2019 04:15
2054,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,5h 25m,1 stop,In-flight meal not included,9134,15-03-2019 07:00,325,15-03-2019 12:25
2055,IndiGo,15-03-2019,Banglore,New Delhi,16:50,4h 45m,1 stop,No info,10406,15-03-2019 16:50,285,15-03-2019 21:35
2056,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,5h,1 stop,In-flight meal not included,9134,15-03-2019 05:45,300,15-03-2019 10:45
2057,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,5h 15m,1 stop,No info,17524,15-03-2019 07:00,315,15-03-2019 12:15
2058,Vistara,15-03-2019,Banglore,New Delhi,06:40,5h 55m,1 stop,No info,6800,15-03-2019 06:40,355,15-03-2019 12:35
2059,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,24h 40m,1 stop,In-flight meal not included,7832,15-03-2019 07:00,1480,16-03-2019 07:40
2060,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,6h 40m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,400,15-03-2019 12:25
2061,Air India,15-03-2019,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,3100,15-03-2019 21:05,80,15-03-2019 22:25
2062,Air India,15-03-2019,Banglore,New Delhi,10:00,2h 45m,non-stop,No info,7276,15-03-2019 10:00,165,15-03-2019 12:45
2063,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,24h 15m,1 stop,In-flight meal not included,10405,15-03-2019 08:00,1455,16-03-2019 08:15
2064,SpiceJet,15-03-2019,Banglore,New Delhi,09:35,2h 55m,non-stop,No info,6309,15-03-2019 09:35,175,15-03-2019 12:30
2065,Air India,15-03-2019,Banglore,New Delhi,08:15,27h 5m,2 stops,No info,8534,15-03-2019 08:15,1625,16-03-2019 11:20
2066,Air India,15-03-2019,Banglore,New Delhi,10:30,12h 25m,1 stop,No info,6383,15-03-2019 10:30,745,15-03-2019 22:55
2067,Jet Airways,15-03-2019,Mumbai,Hyderabad,19:35,1h 30m,non-stop,In-flight meal not included,2759,15-03-2019 19:35,90,15-03-2019 21:05
2068,IndiGo,15-03-2019,Banglore,New Delhi,16:15,4h 20m,1 stop,No info,5607,15-03-2019 16:15,260,15-03-2019 20:35
2069,Jet Airways,15-03-2019,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678,15-03-2019 19:35,90,15-03-2019 21:05
2070,Air India,15-03-2019,Banglore,New Delhi,08:15,14h 40m,2 stops,No info,7904,15-03-2019 08:15,880,15-03-2019 22:55
2071,SpiceJet,15-03-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No info,3847,15-03-2019 22:20,140,16-03-2019 00:40
2072,SpiceJet,15-03-2019,Banglore,New Delhi,09:35,2h 55m,non-stop,No check-in baggage included,6205,15-03-2019 09:35,175,15-03-2019 12:30
2073,Air India,15-03-2019,Banglore,New Delhi,11:50,21h 5m,1 stop,No info,5932,15-03-2019 11:50,1265,16-03-2019 08:55
2074,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,5h 40m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,340,15-03-2019 11:25
2075,Jet Airways,15-03-2019,Banglore,New Delhi,07:00,6h 15m,1 stop,In-flight meal not included,9134,15-03-2019 07:00,375,15-03-2019 13:15
2076,IndiGo,15-03-2019,Chennai,Kolkata,07:55,2h 20m,non-stop,No info,6297,15-03-2019 07:55,140,15-03-2019 10:15
2077,IndiGo,15-03-2019,Delhi,Cochin,05:35,3h 15m,non-stop,No info,5406,15-03-2019 05:35,195,15-03-2019 08:50
2078,Air India,15-03-2019,Banglore,New Delhi,11:50,8h,1 stop,No info,7192,15-03-2019 11:50,480,15-03-2019 19:50
2079,Jet Airways,15-03-2019,Banglore,New Delhi,08:00,23h 40m,1 stop,In-flight meal not included,9134,15-03-2019 08:00,1420,16-03-2019 07:40
2080,Jet Airways,15-03-2019,Banglore,New Delhi,22:55,6h 10m,1 stop,No info,27210,15-03-2019 22:55,370,16-03-2019 05:05
2081,Jet Airways,15-03-2019,Mumbai,Hyderabad,02:55,1h 30m,non-stop,In-flight meal not included,2071,15-03-2019 02:55,90,15-03-2019 04:25
2082,Jet Airways,15-03-2019,Banglore,New Delhi,05:45,9h 30m,1 stop,In-flight meal not included,9134,15-03-2019 05:45,570,15-03-2019 15:15
2083,Air India,15-03-2019,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,3100,15-03-2019 19:30,75,15-03-2019 20:45
2084,Air India,15-03-2019,Banglore,New Delhi,08:15,4h,1 stop,No info,5013,15-03-2019 08:15,240,15-03-2019 12:15
2085,Air India,18-03-2019,Banglore,New Delhi,10:00,2h 45m,non-stop,No info,4441,18-03-2019 10:00,165,18-03-2019 12:45
2086,Vistara,18-03-2019,Delhi,Cochin,14:55,2h 55m,non-stop,No info,5586,18-03-2019 14:55,175,18-03-2019 17:50
2087,SpiceJet,18-03-2019,Chennai,Kolkata,09:30,2h 35m,non-stop,No check-in baggage included,3807,18-03-2019 09:30,155,18-03-2019 12:05
2088,SpiceJet,18-03-2019,Chennai,Kolkata,08:20,2h 15m,non-stop,No check-in baggage included,3807,18-03-2019 08:20,135,18-03-2019 10:35
2089,Vistara,18-03-2019,Banglore,New Delhi,19:40,2h 40m,non-stop,No info,12123,18-03-2019 19:40,160,18-03-2019 22:20
2090,Jet Airways,18-03-2019,Banglore,New Delhi,08:55,10h 15m,1 stop,No info,13555,18-03-2019 08:55,615,18-03-2019 19:10
2091,IndiGo,18-03-2019,Kolkata,Banglore,05:30,2h 50m,non-stop,No info,4462,18-03-2019 05:30,170,18-03-2019 08:20
2092,Air India,18-03-2019,Banglore,New Delhi,13:50,28h 50m,1 stop,No info,11161,18-03-2019 13:50,1730,19-03-2019 18:40
2093,Jet Airways,18-03-2019,Banglore,New Delhi,14:05,7h 15m,1 stop,No info,16946,18-03-2019 14:05,435,18-03-2019 21:20
2094,Jet Airways,18-03-2019,Banglore,New Delhi,11:40,11h 20m,1 stop,No info,13555,18-03-2019 11:40,680,18-03-2019 23:00
2095,IndiGo,18-03-2019,Kolkata,Banglore,10:10,2h 45m,non-stop,No info,4462,18-03-2019 10:10,165,18-03-2019 12:55
2096,SpiceJet,18-03-2019,Chennai,Kolkata,09:30,2h 35m,non-stop,No info,3859,18-03-2019 09:30,155,18-03-2019 12:05
2097,IndiGo,18-03-2019,Kolkata,Banglore,17:15,2h 40m,non-stop,No info,4462,18-03-2019 17:15,160,18-03-2019 19:55
